Label,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33
2,2.80517940292091,-1.76057812165526,2.02423538762914,-2.4898821903513,0.0921246439591182,-1.77094265870019,2.31355594158892,-3.03331993953984,0.439726587170245,-0.292407965076563,0.206165455490734,-0.366438352111634,1.02808004475861,-0.47515065664388,2.30436937545168,-0.993069524239329,1.22730173005995,-0.675661641152938,0.439641160854444,-0.550367905853108,0.795363914563988,0.0209639921340053,-0.401276498671866,0.581833450639097,-0.523067786656434,-0.290113383586192,-0.0813957674520173,-0.378162087050648,1.60546014768982,-1.48396474365626,0.170696278714724,-0.146812855887261,0.334834391960202
7,1.68220880246501,3.61262530608428,-2.98929208480591,1.16932065816313,-0.968308276657634,1.1447161557149,1.11987727513582,-1.79673660013179,3.01889081190896,-1.7749499472537,0.776377016083508,1.21826707868646,-1.82128962677594,-0.502631906542762,1.80328842740099,0.713200462655331,-0.00695622764031073,-0.14749550903047,0.614965473245399,-0.818994188080784,0.513757645219094,1.92123313999678,-0.426064828038323,0.0744604988037426,0.450290648806552,0.768714058234479,0.262187693444211,-0.122175889488236,0.0815833020128348,-0.674741305576613,1.02475871816622,0.797976420416187,0.230475798048755
8,-1.34018383307966,-0.0919227132427929,-0.43051791085625,0.10368849747711,0.298410639399156,-1.06080112502587,0.213740523321665,0.0603329942644367,-0.938824448635122,-0.732201473830913,1.00365735044783,1.4448596571178,-0.827012771571363,1.43832309940931,0.894767735092104,0.915229006943569,0.243108447014754,-0.858380867070874,0.0522515314509294,1.41906415267461,1.08806293301255,-1.10756580980011,0.096177773940907,0.596395717374048,-0.818991224304528,-0.162917307441845,-0.00179156046598186,0.790985088912992,0.852504388167494,0.102556341373622,-0.893698525592575,-0.0113816546001116,-0.373945531262673
4,-1.9582375262122,1.96960180570415,1.88588721175463,-0.269057553110392,-0.0493791547546178,0.510720130142112,-1.16568139459388,-0.471843025072391,-1.16396038839595,0.695630293036459,-0.552385208738387,1.23216255616469,0.35188612063973,0.728662101419396,1.5726281253436,0.349149341468733,-0.206893020717071,-0.306978738590399,0.478813482890607,-1.16692994863391,-0.883275937589031,-1.08207636001859,-0.0586406624519199,-0.659172728503357,-0.0193368882760432,-0.0878839303750682,0.337079607250843,-0.537219097062991,0.25320680053838,0.881819486291478,-0.397639919977636,-0.243089508345889,0.206617322135309
2,-2.45311501969611,-1.63622180133434,-0.469863438102762,-1.77806157736289,-1.46668899426513,0.590858457022869,1.53265345400772,-0.752029254484357,-0.592634709245254,0.555557333162767,-0.661082975970019,-0.0654529236158927,-0.335329191238725,-0.278906697233416,-0.949024113694788,-0.476666220560526,0.765533524202262,-0.804129827188432,0.0336169877210204,-0.268593562689726,0.874611349538143,-0.751862909228108,-1.40981944590962,-0.244233547766496,-0.0652891065524406,-0.174630049914601,-0.182395585023631,0.160655097989079,0.617704961944084,-0.182803111658241,0.239698780147046,0.666359868234059,0.291749414035575
8,-1.42957870913714,-1.15699869520479,2.47677606362667,1.89077486834063,-0.334667202485821,-0.464193104445822,-0.400135652964375,0.699606691812291,-1.80480278684087,0.376228956379653,-0.160621255483914,2.60388299429281,-0.873562697608926,0.103098275328456,0.298664063953056,0.34417781462063,-0.0867228382357706,0.633477930723297,-0.426235637450335,-0.882276407317549,0.0770733089595808,-1.24443007208798,0.105631158754536,0.293851797837743,-0.178937563765458,0.0570930200146893,-0.0288341408052974,-1.08069736853762,-0.410282331667441,0.35681442757638,-0.909438383805283,0.706854125089384,-0.842607822820898
8,0.198957524765805,0.259148653320194,-0.840215697073626,0.356425139901884,1.45200889184912,-3.24349105814837,1.07068844089263,1.06803838596455,-0.172078083076908,0.772254066960962,-0.00976160501214526,2.47720192686078,-0.112613491877966,0.591148022776205,-1.23681768775989,-2.3053773026783,0.507387193585474,0.139077854146007,-0.804875675541623,0.966333124464035,-0.0650987223517793,0.419275016676541,-1.17378749572336,0.58246414843821,-0.189583993565466,0.333562357157396,1.08319348611945,-0.861615559701164,-0.744905881104107,0.0599146279152812,-0.989483626189313,1.01853997918921,0.124867344611539
2,1.71066038976404,-0.41584002207644,1.57250303245582,0.418798933812564,-1.00780759241832,-0.856950535827919,1.7839107651605,-3.28524937038267,-1.58688007743679,1.07585306283052,0.765827708841832,0.923166464722693,-0.85739877556436,-0.607055975443965,-0.700862032026923,-0.214108230180955,-0.257302529471689,-0.140132527252033,0.318347441834697,0.494838312690719,-1.08680403723381,1.73321579029261,0.25469836522438,-1.5139373476328,-0.429924648399078,-0.123949243226109,0.589632563317787,1.00142212711573,0.159024302887826,-1.04207210554204,-0.337899977995676,0.677547261161498,-0.243947595286262
8,-1.26541334516762,-1.10745534011888,-2.4256473456969,-1.46773247084379,0.540258197457469,-0.320162384945938,-0.275793062063309,0.827247529308277,0.117224895972363,0.0858624503007122,-0.62361869845017,0.92989593476221,0.218183274550308,-0.505773685598067,-1.1819185272995,-1.81088972021006,0.483338338668124,0.163894355519943,-0.0523732709683989,0.542457649089044,-0.890947244638124,1.40858411778664,0.0580948995417288,-0.249509512682736,0.768892078310261,-0.141458299395818,0.321630372815183,-0.925721782551464,-0.434232824382838,-0.310214745350789,-0.367075601882864,0.0906746914771107,1.06279945167706
1,-3.96730046164008,-2.20045049861462,0.99225060355661,-0.133614217699186,-1.21769581161947,-1.97619087243088,-0.475532287699218,1.12952810926807,0.998617047093,0.612644398693375,1.24771569676702,-0.413980363369725,-0.854839096903776,-1.10515446183793,-0.574606473607198,-0.663579768551903,-0.425462004702568,0.450184227104978,0.404285283899393,-0.236961115116364,0.501754826613051,0.497747696914586,-0.131590665638116,0.33597223477012,0.191610314840141,0.268670014663148,-0.339748053155923,0.525299218987626,0.433023039169825,0.259007459247204,0.43871936304408,-0.0426201492314971,-0.880734852449214
3,0.383649255884256,-0.28680895648506,-3.84905370246245,-0.917913948565851,0.879448136947517,2.24964599288919,0.0685607660925608,-0.628775798325503,-0.946107618878664,-1.20560597408444,-0.601875041765418,1.47528405245441,-0.503364359005371,0.783882926036188,-0.18113190032289,-0.844240017321204,-0.0203089358002539,-0.810791185185753,0.559435557146633,-0.222516592511669,-0.465904784185598,-0.618742543576385,-0.0961172850829366,0.959972151009205,1.09917419300808,-1.02168155759696,-0.517474273712241,0.671605397499158,0.463019900489695,-0.241811721973943,-0.701744475842368,1.43502726121449,-0.018514907393345
3,0.00329753198280582,-2.95447178019844,-2.20559857653151,0.749556658782061,2.32880606126632,-3.0898302428964,0.564343020738022,-1.62356633069666,-0.694812017642801,-0.0703194071161231,-0.748923735637063,-0.271868346954368,0.870189958552781,0.491299811095299,0.435382264056967,-0.269470240227351,-0.114658983174673,-1.60775411769002,0.0104107843515211,-0.989353772108103,1.13137468636648,-0.851256871704013,-1.39035126113806,1.05997366296346,-0.973245100469072,0.766961743432086,0.588377253853583,-1.19178143402158,0.574127030997204,-0.784578407074699,-0.257068227976658,-0.0999822473922108,-0.0525160707019407
0,2.61419043223787,0.227813006359107,-1.34948459707286,-1.39766733357521,0.596912190091166,1.1746779432805,0.731080791458173,3.04616559991351,0.132606087844326,1.56361357194027,1.60176447891526,1.34524849738048,0.879626265525917,0.838433266388475,2.0755515731456,0.415733545913655,-0.193881847558562,-0.0876065769116959,-0.0865038724907697,1.2557678577435,-0.0250517014859144,0.371902952557888,-0.8558888786624,-2.16610135455538,-0.431335884390451,0.814083336397245,-0.797196161262129,-0.364414303305484,-0.440608212329843,0.439769827632364,0.725873987102031,-0.567721287948531,0.213963740303934
6,-1.47655784751388,0.657365860703654,1.24182867796855,-2.01326623896258,0.462022145870799,1.85247130638338,0.0470281893264718,-1.27943363713176,-1.36417629519632,0.116296097325627,0.692007056293545,0.318574885419099,-0.491474003627214,0.265521470345564,-0.435211384063526,-0.196201574406092,0.850465821273273,-0.922383312207003,1.20622324431383,-0.632437116597037,-0.596933068853191,0.440682833750313,-0.205657490305524,0.341329146550215,-0.596897930348859,0.168969911272168,-0.23689920864239,-0.349753131841089,0.0395388304028164,0.855481654073806,-0.565116006558938,-0.560363644533435,0.279896255913615
4,-0.76554946850995,2.03550221121162,2.68506902696583,0.489124816154077,-0.149952015777639,-0.109765420869398,-1.77503842994566,-0.741502054505819,-0.707240896782452,1.10599273961938,-1.52838013975665,1.34310354718757,0.5480785050534,1.0619663851107,0.55655926236408,-0.434158186419965,-0.442710746586421,-0.905133993068478,-0.169196334687589,-0.399447324915735,-1.02776493939461,-0.941603049034145,-0.422067481733281,-0.0239557070675085,0.888564336785307,0.363403516603683,-0.193059952030984,-0.349748261661552,0.799917526737082,1.12519436282986,0.674238696125287,0.262241507019389,-0.598419517647401
5,0.693385865892371,1.49944464124694,2.02935632503072,1.10727852047771,0.476958073173711,0.345472254776521,-1.41682580286389,-0.179087184080119,0.175343887522639,0.198470426655705,0.412193476850214,-1.74621572281684,-0.856174538026429,1.85344625265648,0.826699649602497,-2.41844598938419,1.01410527919841,-1.51935976745234,1.35193757800818,-0.494587761295804,0.136574993083199,-0.385230012453468,-0.0491616092912816,-0.671918480069304,0.0929091378813683,2.26670553710557,-1.20937406965226,-0.689525227457481,-0.398280819674779,-0.0542326032429755,0.154455792314346,-0.228363197460618,0.312904723156855
